url,text,eco_friendly
https://anchalproject.org/products/grid-stitch-curtain-panel?_pos=1&_psq=curtains&_ss=e&_v=1.0," recycled  handcrafted  organic  social impact  artisan  living wage  fair trade                                                        
 recycled  handcrafted  organic  social impact  artisan  living wage  fair trade                                                        
",Yes
https://anchalproject.org/collections/kids/products/checkered-fabric-storage-bin-mustard," recycled  handcrafted  organic  social impact  artisan  living wage  fair trade                                                        
 recycled  handcrafted  organic  social impact  artisan  living wage  fair trade                                                        
",Yes
https://anchalproject.org/products/multi-check-patchwork-quilt," recycled  handcrafted  organic  social impact  artisan  living wage  fair trade                                                        
 recycled  handcrafted  organic  social impact  artisan  living wage  fair trade                                                        
",Yes
https://anchalproject.org/products/embroidered-belt-bag," recycled  handcrafted  organic  social impact  artisan  living wage  fair trade                                                        
 recycled  handcrafted  organic  social impact  artisan  living wage  fair trade                                                        
",Yes
https://anchalproject.org/products/naari-cocoon-quilted-jacket," recycled  handcrafted  organic  social impact  artisan  living wage  fair trade                                                        
 recycled  handcrafted  organic  social impact  artisan  living wage  fair trade                                                        
",Yes
https://anchalproject.org/collections/best-sellers/products/embroidered-belt-bag," recycled  handcrafted  organic  social impact  artisan  living wage  fair trade                                                        
 recycled  handcrafted  organic  social impact  artisan  living wage  fair trade                                                        
",Yes
https://anchalproject.org/collections/best-sellers/products/naari-cocoon-quilted-jacket," recycled  handcrafted  organic  social impact  artisan  living wage  fair trade                                                        
 recycled  handcrafted  organic  social impact  artisan  living wage  fair trade                                                        
",Yes
https://anchalproject.org/collections/best-sellers/products/marquise-cocoon-quilted-jacket," recycled  social impact  handcrafted  artisan  living wage  organic                                                          
 recycled  social impact  handcrafted  artisan  living wage  organic                                                          
",Yes
https://anchalproject.org/collections/best-sellers/products/kantha-quilt-throw-250114," recycled  social impact  handcrafted  artisan  living wage  organic                                                          
 recycled  social impact  handcrafted  artisan  living wage  organic                                                          
",Yes
https://anchalproject.org/collections/best-sellers/products/kantha-quilt-throw-250126," recycled  social impact  handcrafted  artisan  living wage  organic                                                          
 recycled  social impact  handcrafted  artisan  living wage  organic                                                          
",Yes
https://anchalproject.org/collections/best-sellers/products/kantha-quilt-throw-250110," recycled  handcrafted  organic  social impact  artisan  living wage  fair trade                                                        
 recycled  handcrafted  organic  social impact  artisan  living wage  fair trade                                                        
",Yes
https://anchalproject.org/collections/best-sellers/products/petal-throw-pillow," recycled  social impact  handcrafted  artisan  living wage  organic                                                          
 recycled  social impact  handcrafted  artisan  living wage  organic                                                          
",Yes
https://anchalproject.org/collections/best-sellers/products/grid-stitch-curtain-panel," recycled  handcrafted  organic  social impact  artisan  living wage  fair trade                                                        
 recycled  handcrafted  organic  social impact  artisan  living wage  fair trade                                                        
",Yes
https://anchalproject.org/collections/best-sellers/products/petal-lumbar-pillow," recycled  social impact  handcrafted  artisan  living wage  organic                                                          
 recycled  social impact  handcrafted  artisan  living wage  organic                                                          
",Yes
https://anchalproject.org/collections/best-sellers/products/vintage-silk-kaftan-250119," recycled  social impact  handcrafted  artisan  living wage  organic                                                          
 recycled  social impact  handcrafted  artisan  living wage  organic                                                          
",Yes
https://anchalproject.org/collections/best-sellers/products/vintage-silk-kaftan-250101," recycled  social impact  handcrafted  artisan  living wage  organic                                                          
 recycled  social impact  handcrafted  artisan  living wage  organic                                                          
",Yes
https://anchalproject.org/collections/best-sellers/products/vintage-silk-kaftan-250112," recycled  handcrafted  organic  social impact  artisan  living wage  fair trade                                                        
 recycled  handcrafted  organic  social impact  artisan  living wage  fair trade                                                        
",Yes
https://anchalproject.org/collections/best-sellers/products/pin-stitch-large-toiletry-bag," recycled  handcrafted  organic  social impact  artisan  living wage  fair trade                                                        
 recycled  handcrafted  organic  social impact  artisan  living wage  fair trade                                                        
",Yes
https://anchalproject.org/collections/best-sellers/products/arrow-canvas-duffle-bag," auditor                                                                    
 auditor                                                                    
",Yes
